Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	EntropyJ	EntropyN	KLj	KLn	ClipFracJ	ClipFracN	StopIter	ShowRet	SJF	F1	Time
68	-267.53925	135.5481	-128.3445	-970.2293	256.0	0.0	256.0	256.0	-236.37195	71.27539	-171.80234	-928.7772	1766400	-2.3841857e-09	13458.647	-0.0014043141	-1527.8633	0.8476936	2.582066	0.006069771	1.3511628e-07	0.071875	0.0	79.0	-222.8372	44.702026	44.702026	11365.764352083206
69	-242.4605	110.04768	-79.916115	-901.68384	256.0	0.0	256.0	256.0	-263.14325	76.16292	-200.25656	-895.195	1792000	0.0	7956.551	-0.0013092178	-687.7075	0.8238935	2.577285	0.0049731494	1.1590309e-08	0.062382814	0.0	79.0	-192.15735	50.30315	50.30315	11536.374410629272
70	-241.32219	119.702965	-65.70521	-795.25323	256.0	0.0	256.0	256.0	-241.75795	67.8644	-188.69437	-879.3623	1817600	1.1920929e-09	8860.156	-0.0017177367	-366.9912	0.7701636	2.5824158	0.008619092	4.5555645e-08	0.1	0.0	79.0	-204.06694	37.25526	37.25526	11704.917523860931
71	-255.26082	134.92203	-103.65169	-1200.9149	256.0	0.0	256.0	256.0	-243.91934	75.38449	-185.2131	-920.5229	1843200	0.0	15104.985	-0.0016891456	-1052.9307	0.8095319	2.5860248	0.0057148575	1.2299512e-07	0.0703125	0.0	79.0	-202.08492	53.175907	53.175907	11872.959787845612
72	-263.03693	150.27383	-98.202576	-951.5317	256.0	0.0	256.0	256.0	-261.18005	78.53916	-200.80782	-1057.0399	1868800	-2.3841857e-09	13651.528	-0.0011988878	-1142.5156	0.78894854	2.5857089	0.008319569	1.5492552e-07	0.09578125	0.0	79.0	-225.28096	37.755947	37.755947	12039.993205070496
73	-245.99384	108.83395	-65.1403	-687.94214	256.0	0.0	256.0	256.0	-254.87256	78.42881	-186.81596	-939.3083	1894400	-2.9802323e-09	9511.259	-0.0015080589	-888.44434	0.78100044	2.5723178	0.0060435496	-2.7501956e-08	0.08339844	0.0	79.0	-182.34949	63.644337	63.644337	12211.010553836823
74	-251.35548	100.09477	-90.90367	-687.7234	256.0	0.0	256.0	256.0	-247.65297	59.02766	-181.63004	-689.0592	1920000	5.3644182e-09	8089.162	-0.00093034626	-318.9048	0.7528743	2.580818	0.0052088164	4.0992163e-08	0.07039063	0.0	79.0	-187.52274	63.832775	63.832775	12378.230351924896
75	-242.71333	88.91779	-88.090164	-602.0952	256.0	0.0	256.0	256.0	-247.70984	36.564064	-201.51007	-687.01544	1945600	-2.3841857e-09	6636.359	-0.0014353801	-103.14844	0.71796054	2.5812614	0.005092552	-2.5616027e-08	0.061757814	0.0	79.0	-204.87543	37.837906	37.837906	12548.020776510239
76	-240.71902	114.96784	-87.8998	-842.7017	256.0	0.0	256.0	256.0	-244.7512	43.585308	-194.19075	-622.1762	1971200	1.4305114e-08	9113.381	-0.001162138	-1050.6348	0.7152044	2.5795095	0.0045414036	5.1922166e-07	0.0465625	0.0	79.0	-191.78566	48.933353	48.933353	12717.601867437363
77	-254.62244	132.26404	-68.92542	-916.42035	256.0	0.0	256.0	256.0	-244.53085	86.94787	-160.91595	-1021.6061	1996800	-1.1324882e-08	11748.213	-0.0018461198	-408.21875	0.7346066	2.5838883	0.007077256	-3.1685457e-07	0.09625	0.0	79.0	-211.09984	43.522568	43.522568	12880.817255973816
